,E,weight
1025,5065000.0,0.4844
1026,5075000.0,0.4843
1027,5085000.0,0.4842
1028,5095000.0,0.4841
1029,5105000.0,0.484
1030,5115000.0,0.4839
1031,5125000.0,0.4838
1032,5135000.0,0.4837
1033,5145000.0,0.4836
1034,5155000.0,0.4835
1035,5165000.0,0.4834
1036,5175000.0,0.4833
1037,5185000.0,0.4832
1038,5195000.0,0.4831
1039,5205000.0,0.483
1040,5215000.0,0.4829
1041,5225000.0,0.4828
1042,5235000.0,0.4827
1043,5245000.0,0.4826
1044,5255000.0,0.4825
1045,5265000.0,0.4824
1046,5275000.0,0.4823
1047,5285000.0,0.4822
1048,5295000.0,0.4821
1049,5305000.0,0.48200000000000004
1050,5315000.0,0.4819
1051,5325000.0,0.4818
1052,5335000.0,0.4817
1053,5345000.0,0.4816
1054,5355000.0,0.4815
1055,5365000.0,0.4814
1056,5375000.0,0.4813
1057,5385000.0,0.4812
1058,5395000.0,0.4811
1059,5405000.0,0.48100000000000004
1060,5415000.0,0.4809
1061,5425000.0,0.4808
1062,5435000.0,0.4807
1063,5445000.0,0.4806
1064,5455000.0,0.4805
1065,5465000.0,0.4804
1066,5475000.0,0.4803
1067,5485000.0,0.4802
1068,5495000.0,0.4801
1069,5505000.0,0.48
1070,5515000.0,0.4799
1071,5525000.0,0.4798
1072,5535000.0,0.4797
1073,5545000.0,0.4796
1074,5555000.0,0.4795
1075,5565000.0,0.4794
1076,5575000.0,0.4793
1077,5585000.0,0.4792
1078,5595000.0,0.4791
1079,5605000.0,0.479
1080,5615000.0,0.4789
1081,5625000.0,0.4788
1082,5635000.0,0.4787
1083,5645000.0,0.4786
1084,5655000.0,0.4785
1085,5665000.0,0.4784
1086,5675000.0,0.4783
1087,5685000.0,0.4782
1088,5695000.0,0.4781
1089,5705000.0,0.478
1090,5715000.0,0.4779
1091,5725000.0,0.4778
1092,5735000.0,0.4777
1093,5745000.0,0.4776
1094,5755000.0,0.4775
1095,5765000.0,0.4774
1096,5775000.0,0.4773
1097,5785000.0,0.4772
1098,5795000.0,0.4771
1099,5805000.0,0.47700000000000004
1100,5815000.0,0.4769
1101,5825000.0,0.4768
1102,5835000.0,0.4767
1103,5845000.0,0.4766
1104,5855000.0,0.4765
1105,5865000.0,0.4764
1106,5875000.0,0.4763
1107,5885000.0,0.4762
1108,5895000.0,0.4761
1109,5905000.0,0.47600000000000003
1110,5915000.0,0.4759
1111,5925000.0,0.4758
1112,5935000.0,0.4757
1113,5945000.0,0.4756
1114,5955000.0,0.4755
1115,5965000.0,0.4754
1116,5975000.0,0.4753
1117,5985000.0,0.4752
1118,5995000.0,0.4751
1119,6005000.0,0.475
1120,6015000.0,0.4749
1121,6025000.0,0.4748
1122,6035000.0,0.4747
1123,6045000.0,0.4746
1124,6055000.0,0.4745
1125,6065000.0,0.4744
1126,6075000.0,0.4743
1127,6085000.0,0.4742
1128,6095000.0,0.4741
1129,6105000.0,0.474
1130,6115000.0,0.4739
1131,6125000.0,0.4738
1132,6135000.0,0.4737
1133,6145000.0,0.4736
1134,6155000.0,0.4735
1135,6165000.0,0.4734
1136,6175000.0,0.4733
1137,6185000.0,0.4732
1138,6195000.0,0.4731
1139,6205000.0,0.473
1140,6215000.0,0.4729
1141,6225000.0,0.4728
1142,6235000.0,0.4727
1143,6245000.0,0.4726
1144,6255000.0,0.4725
1145,6265000.0,0.4724
1146,6275000.0,0.4723
1147,6285000.0,0.4722
1148,6295000.0,0.4721
1149,6305000.0,0.47200000000000003
1150,6315000.0,0.4719
1151,6325000.0,0.4718
1152,6335000.0,0.4717
1153,6345000.0,0.4716
1154,6355000.0,0.4715
1155,6365000.0,0.4714
1156,6375000.0,0.4713
1157,6385000.0,0.4712
1158,6395000.0,0.4711
1159,6405000.0,0.47100000000000003
1160,6415000.0,0.4709
1161,6425000.0,0.4708
1162,6435000.0,0.4707
1163,6445000.0,0.4706
1164,6455000.0,0.4705
1165,6465000.0,0.4704
1166,6475000.0,0.4703
1167,6485000.0,0.4702
1168,6495000.0,0.4701
1169,6505000.0,0.47
1170,6515000.0,0.4699
1171,6525000.0,0.4698
1172,6535000.0,0.4697
1173,6545000.0,0.4696
1174,6555000.0,0.4695
1175,6565000.0,0.4695
1176,6575000.0,0.4694
1177,6585000.0,0.4693
1178,6595000.0,0.4692
1179,6605000.0,0.4691
1180,6615000.0,0.469
1181,6625000.0,0.4689
1182,6635000.0,0.4688
1183,6645000.0,0.4687
1184,6655000.0,0.4686
1185,6665000.0,0.4685
1186,6675000.0,0.4684
1187,6685000.0,0.4683
1188,6695000.0,0.4682
1189,6705000.0,0.4681
1190,6715000.0,0.46799999999999997
1191,6725000.0,0.4679
1192,6735000.0,0.4678
1193,6745000.0,0.4677
1194,6755000.0,0.4676
1195,6765000.0,0.4675
1196,6775000.0,0.4674
1197,6785000.0,0.4673
1198,6795000.0,0.4672
1199,6805000.0,0.4671
1200,6815000.0,0.467
1201,6825000.0,0.4669
1202,6835000.0,0.4668
1203,6845000.0,0.4667
1204,6855000.0,0.4666
1205,6865000.0,0.4665
1206,6875000.0,0.4664
1207,6885000.0,0.4663
1208,6895000.0,0.4662
1209,6905000.0,0.4661
1210,6915000.0,0.466
1211,6925000.0,0.4659
1212,6935000.0,0.4658
1213,6945000.0,0.4657
1214,6955000.0,0.4656
1215,6965000.0,0.4656
1216,6975000.0,0.4655
1217,6985000.0,0.4654
1218,6995000.0,0.4653
1219,7005000.0,0.4652
1220,7015000.0,0.4651
1221,7025000.0,0.465
1222,7035000.0,0.4649
1223,7045000.0,0.4648
1224,7055000.0,0.4647
1225,7065000.0,0.4646
1226,7075000.0,0.4645
1227,7085000.0,0.4644
1228,7095000.0,0.4643
1229,7105000.0,0.4642
1230,7115000.0,0.4641
1231,7125000.0,0.46399999999999997
1232,7135000.0,0.4639
1233,7145000.0,0.4638
1234,7155000.0,0.4637
1235,7165000.0,0.4636
1236,7185000.0,0.4634
1237,7195000.0,0.4633
1238,7205000.0,0.4632
1239,7225000.0,0.46299999999999997
1240,7235000.0,0.4629
1241,7245000.0,0.4628
1242,7255000.0,0.4627
1243,7275000.0,0.4626
1244,7285000.0,0.4625
1245,7295000.0,0.4624
1246,7315000.0,0.4622
1247,7325000.0,0.4621
1248,7335000.0,0.462
1249,7345000.0,0.4619
1250,7365000.0,0.4617
1251,7375000.0,0.4616
1252,7385000.0,0.4615
1253,7395000.0,0.4614
1254,7415000.0,0.4612
1255,7425000.0,0.4611
1256,7435000.0,0.461
1257,7445000.0,0.4609
1258,7465000.0,0.4607
1259,7475000.0,0.4606
1260,7485000.0,0.4605
1261,7495000.0,0.4604
1262,7515000.0,0.4603
1263,7525000.0,0.4602
1264,7535000.0,0.4601
1265,7545000.0,0.46
1266,7565000.0,0.4598
1267,7575000.0,0.4597
1268,7585000.0,0.4596
1269,7595000.0,0.4595
1270,7615000.0,0.4593
1271,7625000.0,0.4592
1272,7635000.0,0.4591
1273,7645000.0,0.45899999999999996
1274,7665000.0,0.4588
1275,7675000.0,0.4587
1276,7685000.0,0.4586
1277,7695000.0,0.4585
1278,7715000.0,0.4583
1279,7725000.0,0.4582
1280,7735000.0,0.4582
1281,7745000.0,0.4581
1282,7765000.0,0.4579
1283,7775000.0,0.4578
1284,7785000.0,0.4577
1285,7795000.0,0.4576
1286,7815000.0,0.4574
1287,7825000.0,0.4573
1288,7835000.0,0.4572
1289,7845000.0,0.4571
1290,7865000.0,0.4569
1291,7875000.0,0.4568
1292,7885000.0,0.4567
1293,7895000.0,0.4566
1294,7915000.0,0.4564
1295,7925000.0,0.4564
1296,7935000.0,0.4563
1297,7945000.0,0.4562
1298,7965000.0,0.456
1299,7975000.0,0.4559
1300,7985000.0,0.4558
1301,7995000.0,0.4557
1302,8015000.0,0.4555
1303,8025000.0,0.4554
1304,8035000.0,0.4553
1305,8045000.0,0.4552
1306,8065000.0,0.455
1307,8075000.0,0.4549
1308,8085000.0,0.4548
1309,8095000.0,0.4547
1310,8115000.0,0.4546
1311,8125000.0,0.4545
1312,8135000.0,0.4544
1313,8145000.0,0.4543
1314,8165000.0,0.4541
1315,8175000.0,0.45399999999999996
1316,8185000.0,0.4539
1317,8195000.0,0.4538
1318,8215000.0,0.4536
1319,8225000.0,0.4535
1320,8235000.0,0.4534
1321,8245000.0,0.4533
1322,8265000.0,0.4531
1323,8275000.0,0.4531
1324,8285000.0,0.45299999999999996
1325,8295000.0,0.4529
1326,8315000.0,0.4527
1327,8325000.0,0.4526
1328,8335000.0,0.4525
1329,8345000.0,0.4524
1330,8365000.0,0.4522
1331,8375000.0,0.4521
1332,8385000.0,0.452
1333,8395000.0,0.4519
1334,8415000.0,0.4517
1335,8425000.0,0.4516
1336,8435000.0,0.4516
1337,8445000.0,0.4515
1338,8465000.0,0.4513
1339,8475000.0,0.4512
1340,8485000.0,0.4511
1341,8495000.0,0.451
1342,8515000.0,0.4508
1343,8525000.0,0.4507
1344,8535000.0,0.4506
1345,8545000.0,0.4505
1346,8565000.0,0.4503
1347,8575000.0,0.4502
1348,8585000.0,0.4502
1349,8595000.0,0.4501
1350,8615000.0,0.4499
1351,8625000.0,0.4498
1352,8635000.0,0.4497
1353,8645000.0,0.4496
1354,8665000.0,0.4494
1355,8675000.0,0.4493
1356,8685000.0,0.4492
1357,8695000.0,0.4491
1358,8715000.0,0.4489
1359,8725000.0,0.4489
1360,8735000.0,0.4488
1361,8745000.0,0.4487
1362,8765000.0,0.4485
1363,8775000.0,0.4484
1364,8785000.0,0.4483
1365,8795000.0,0.4482
1366,8815000.0,0.44799999999999995
1367,8825000.0,0.4479
1368,8835000.0,0.4478
1369,8845000.0,0.4477
1370,8865000.0,0.4476
1371,8875000.0,0.4475
1372,8885000.0,0.4474
1373,8895000.0,0.4473
1374,8915000.0,0.4471
1375,8925000.0,0.447
1376,8935000.0,0.4469
1377,8945000.0,0.4468
1378,8965000.0,0.4466
1379,8975000.0,0.4465
1380,8995000.0,0.4464
